e,name,label,type,x,y,zmin,zmax,zoom,code,link,source,display,admin,country,muni,street,nr,area,pop,
1702,Binnenhof,BINNENHOF,sight,4.312562942,52.07913676,9,20,,,binnenhof,lp,icon,,nl,place-a,,,1,,
1703,Galerij Prins Willem V,GALERIJ PRINS WILLEM V,sight,4.310578108,52.07910379,9,20,,,galerij-prins-willem-v,lp,icon,,nl,place-a,,,1,,
1704,Gevangenpoort,GEVANGENPOORT,sight,4.310411811,52.07939391,9,20,,,gevangenpoort,lp,icon,,nl,place-a,,,1,,
1705,De Zwarte Ruiter,DE ZWARTE RUITER,nightspot,4.309580326,52.0756288,9,20,,,de-zwarte-ruiter,lp,icon,,nl,place-a,,,1,,
1706,Van Stockum,VAN STOCKUM,shop,4.309494495,52.07755426,9,20,,,van-stockum,lp,icon,,nl,place-a,,,1,,
1707,Boterwaag,BOTERWAAG,restaurant,4.308764934,52.0755167,9,20,,,boterwaag,lp,icon,,nl,place-a,,,1,,
1709,Fiddler,FIDDLER,nightspot,4.307724237,52.07711906,9,20,,,fiddler,lp,icon,,nl,place-a,,,1,,
1710,Montmartre,MONTMARTRE,restaurant,4.307563305,52.08043569,9,20,,,montmartre-place-a,lp,icon,,nl,place-a,,,1,,
1711,Grote Kerk,GROTE KERK,sight,4.307364821,52.07738282,9,20,,,grote-kerk,lp,icon,,nl,place-a,,,1,,
1712,Paard van Troje,PAARD VAN TROJE,nightspot,4.307209253,52.0744814,9,20,,,paard-van-troje,lp,icon,,nl,place-a,,,1,,
1713,Paleis Noordeinde,PALEIS NOORDEINDE,sight,4.306823015,52.08064668,9,20,,,paleis-noordeinde,lp,icon,,nl,place-a,,,1,,
1714,PUCK,PUCK,restaurant,4.306747913,52.07841805,9,20,,,puck,lp,icon,,nl,place-a,,,1,,
1715,It Rains Fishes,IT RAINS FISHES,restaurant,4.30529952,52.08302025,9,20,,,it-rains-fishes,lp,icon,,nl,place-a,,,1,,
1716,Panorama Mesdag,PANORAMA MESDAG,sight,4.303100109,52.08526843,9,20,,,panorama-mesdag,lp,icon,,nl,place-a,,,1,,
1717,Madurodam,MADURODAM,sight,4.297113419,52.09936149,9,20,,,madurodam,lp,icon,,nl,place-a,,,1,,
1718,Vredespaleis,VREDESPALEIS,sight,4.295053482,52.08636281,9,20,,,vredespaleis,lp,icon,,nl,place-a,,,1,,
1719,Kurzaal Bar,KURZAAL BAR,nightspot,4.282050133,52.11329197,9,20,,,kurzaal-bar,lp,icon,,nl,place-a,,,1,,
1720,Topkapi Sense Restaurant,TOPKAPI SENSE RESTAURANT,restaurant,4.281975031,52.11317996,9,20,,,topkapi-sense-restaurant,lp,icon,,nl,place-a,,,1,,
1721,Gemeentemuseum,GEMEENTEMUSEUM,sight,4.281041622,52.08940848,9,20,,,gemeentemuseum,lp,icon,,nl,place-a,,,1,,
1722,Concert- en Gehoorzaal,CONCERT- EN GEHOORZAAL,nightspot,3.619201183,51.50223804,9,20,,,concert--en-gehoorzaal,lp,icon,,nl,place-a,,,1,,
1723,De Tuin Van Broeder Ludovicus,DE TUIN VAN BROEDER LUDOVICUS,restaurant,3.616218567,51.49903223,9,20,,,de-tuin-van-broeder-ludovicus,lp,icon,,nl,place-a,,,1,,
1725,Koorkerk,KOORKERK,sight,3.615285158,51.49962666,9,20,,,koorkerk,lp,icon,,nl,place-a,,,1,,
1726,Wandelkerk,WANDELKERK,sight,3.614856005,51.49972684,9,20,,,wandelkerk,lp,icon,,nl,place-a,,,1,,
1727,Historama,HISTORAMA,sight,3.614759445,51.50034129,9,20,,,historama,lp,icon,,nl,place-a,,,1,,
1728,Zeeuws Museum,ZEEUWS MUSEUM,sight,3.614721894,51.50083552,9,20,,,zeeuws-museum,lp,icon,,nl,place-a,,,1,,
1729,Abdji,ABDJI,sight,3.614657521,51.50023777,9,20,,,abdji,lp,icon,,nl,place-a,,,1,,
1730,Nieuwe Kerk,NIEUWE KERK,sight,3.614416122,51.49952313,9,20,,,nieuwe-kerk-street-u,lp,icon,,nl,place-a,,,1,,
1731,De Drvkkery,DE DRVKKERY,shop,3.611905575,51.49758286,9,20,,,de-drvkkery,lp,icon,,nl,place-a,,,1,,
1732,Peper & Zout,PEPER & ZOUT,restaurant,3.611412048,51.49911906,9,20,,,peper-&-zout,lp,icon,,nl,place-a,,,1,,
1733,Zuidwester,ZUIDWESTER,restaurant,3.611379862,51.49914577,9,20,,,zuidwester,lp,icon,,nl,place-a,,,1,,
1734,Town Hall,TOWN HALL,sight,3.611090183,51.49893872,9,20,,,town-hall-street-g,lp,icon,,nl,place-a,,,1,,
1735,De Mug,DE MUG,nightspot,3.608762026,51.49872499,9,20,,,de-mug,lp,icon,,nl,place-a,,,1,,
1736,Schuttershof,SCHUTTERSHOF,nightspot,3.608043194,51.49826414,9,20,,,schuttershof,lp,icon,,nl,place-a,,,1,,
1737,Jewish Cemetery,JEWISH CEMETERY,sight,3.605264425,51.49994724,9,20,,,jewish-cemetery,lp,icon,,nl,place-a,,,1,,
1738,Groninger Museum,GRONINGER MUSEUM,sight,6.565682888,53.21217529,9,20,,,groninger-museum,lp,icon,,nl,place-a,,,1,,
1739,Ramparts,RAMPARTS,activity,5.699865818,50.84517488,9,20,,,ramparts,lp,icon,,nl,place-a,,,1,,
1740,Deeg,DEEG,restaurant,5.123580394,52.08599113,9,20,,,deeg,lp,icon,,nl,place-a,,,1,,
1741,Domkerk,DOMKERK,sight,5.122654438,52.09099716,9,20,,,domkerk,lp,icon,,nl,place-a,,,1,,
1742,Selexyz Broese,SELEXYZ BROESE,shop,5.119502582,52.09120768,9,20,,,selexyz-broese,lp,icon,,nl,place-a,,,1,,
1746,Flevoparkbad,FLEVOPARKBAD,activity,4.952320501,52.36454817,9,20,,,flevoparkbad,lp,icon,,nl,place-a,,,1,,
1748,IJscomplex Jaap Eden,IJSCOMPLEX JAAP EDEN,activity,4.944123117,52.34792423,9,20,,,ijscomplex-jaap-eden,lp,icon,,nl,place-a,,,1,,
1749,Roos en Noor,ROOS EN NOOR,restaurant,4.941752062,52.37310383,9,20,,,roos-en-noor,lp,icon,,nl,place-a,,,1,,
1750,De Wereldbol,DE WERELDBOL,restaurant,4.941062163,52.37659496,9,20,,,de-wereldbol,lp,icon,,nl,place-a,,,1,,
1751,Kanis & Meiland,KANIS & MEILAND,restaurant,4.940285303,52.37658267,9,20,,,kanis-&-meiland,lp,icon,,nl,place-a,,,1,,
1752,Kompaszaal,KOMPASZAAL,restaurant,4.940129881,52.377171,9,20,,,kompaszaal,lp,icon,,nl,place-a,,,1,,
1753,Keet in Huis,KEET IN HUIS,shop,4.939522836,52.37720924,9,20,,,keet-in-huis,lp,icon,,nl,place-a,,,1,,
1754,Loods 6,LOODS 6,shop,4.938852178,52.37726056,9,20,,,loods-6,lp,icon,,nl,place-a,,,1,,
1755,De Ode,DE ODE,shop,4.938763075,52.37641876,9,20,,,de-ode,lp,icon,,nl,place-a,,,1,,
1756,Vishandel Rinkoen,VISHANDEL RINKOEN,restaurant,4.936273476,52.3614773,9,20,,,vishandel-rinkoen,lp,icon,,nl,place-a,,,1,,
1757,Snel,SNEL,restaurant,4.934740659,52.37423675,9,20,,,snel,lp,icon,,nl,place-a,,,1,,
1758,Studio K,STUDIO K,nightspot,4.934693422,52.36539382,9,20,,,studio-k,lp,icon,,nl,place-a,,,1,,
1759,Einde Van de Wereld,EINDE VAN DE WERELD,restaurant,4.932285752,52.37719414,9,20,,,einde-van-de-wereld,lp,icon,,nl,place-a,,,1,,
1760,De Kas,DE KAS,restaurant,4.929454102,52.35193267,9,20,,,de-kas,lp,icon,,nl,place-a,,,1,,
1761,Dappermarkt,DAPPERMARKT,shop,4.927635205,52.36256072,9,20,,,dappermarkt,lp,icon,,nl,place-a,,,1,,
1762,Brouwerij 'tIj,BROUWERIJ 'TIJ,poi,4.926252365,52.36661198,9,20,,,brouwerij-'tij,lp,icon,,nl,place-a,,,1,,
1763,De Gooyer Windmill,DE GOOYER WINDMILL,sight,4.926225543,52.36675119,9,20,,,de-gooyer-windmill,lp,icon,,nl,place-a,,,1,,
1764,Trinbago,TRINBAGO,restaurant,4.925876312,52.3621973,9,20,,,trinbago,lp,icon,,nl,place-a,,,1,,
1765,Roopram Roti,ROOPRAM ROTI,restaurant,4.924435302,52.36189935,9,20,,,roopram-roti,lp,icon,,nl,place-a,,,1,,
1767,Frank's Smokehouse,FRANK'S SMOKEHOUSE,poi,4.920425744,52.36931298,9,20,,,frank's-smokehouse,lp,icon,,nl,place-a,,,1,,
1768,Oosterpark,OOSTERPARK,sight,4.919718504,52.36044697,9,20,,,oosterpark,lp,icon,,nl,place-a,,,1,,
1769,Elkaar,ELKAAR,restaurant,4.919314049,52.36339678,9,20,,,elkaar,lp,icon,,nl,place-a,,,1,,
1770,Floraparkbad,FLORAPARKBAD,activity,4.918271733,52.39804333,9,20,,,floraparkbad,lp,icon,,nl,place-a,,,1,,
1771,To Night,TO NIGHT,nightspot,4.916151166,52.36082371,9,20,,,to-night,lp,icon,,nl,place-a,,,1,,
1772,Bimhuis,BIMHUIS,nightspot,4.913170168,52.37816157,9,20,,,bimhuis,lp,icon,,nl,place-a,,,1,,
1773,A Tavola,A TAVOLA,restaurant,4.912355376,52.37020426,9,20,,,a-tavola,lp,icon,,nl,place-a,,,1,,
1775,Canvas,CANVAS,restaurant,4.912114671,52.3535947,9,20,,,canvas,lp,icon,,nl,place-a,,,1,,
1777,Hollandsche Schouwburg,HOLLANDSCHE SCHOUWBURG,sight,4.911172986,52.36637942,9,20,,,hollandsche-schouwburg,lp,icon,,nl,place-a,,,1,,
1778,Nationaal Vakbondsmuseum,NATIONAAL VAKBONDSMUSEUM,sight,4.910956062,52.36790521,9,20,,,nationaal-vakbondsmuseum,lp,icon,,nl,place-a,,,1,,
1779,Kriterion,KRITERION,nightspot,4.910792414,52.36239205,9,20,,,kriterion,lp,icon,,nl,place-a,,,1,,
1780,Villa Ruysch,VILLA RUYSCH,restaurant,4.908313586,52.3571576,9,20,,,villa-ruysch,lp,icon,,nl,place-a,,,1,,
1781,Greetje,GREETJE,restaurant,4.907876563,52.37160586,9,20,,,greetje,lp,icon,,nl,place-a,,,1,,
1782,De Ijsbreker,DE IJSBREKER,nightspot,4.906931481,52.35741981,9,20,,,de-ijsbreker,lp,icon,,nl,place-a,,,1,,
1783,Stadsboekwinkel,STADSBOEKWINKEL,shop,4.906232357,52.35432696,9,20,,,stadsboekwinkel,lp,icon,,nl,place-a,,,1,,
1784,Le Hollandais,LE HOLLANDAIS,restaurant,4.905602555,52.35520064,9,20,,,le-hollandais,lp,icon,,nl,place-a,,,1,,
1785,Gassan Diamonds,GASSAN DIAMONDS,activity,4.904554658,52.37014209,9,20,,,gassan-diamonds,lp,icon,,nl,place-a,,,1,,
1786,Hemelse Modder,HEMELSE MODDER,restaurant,4.904011488,52.37437599,9,20,,,hemelse-modder,lp,icon,,nl,place-a,,,1,,
1787,Garden Gym,GARDEN GYM,activity,4.903268081,52.36863053,9,20,,,garden-gym,lp,icon,,nl,place-a,,,1,,
1788,Het Fort Van Sjakoo,HET FORT VAN SJAKOO,shop,4.903126143,52.36866895,9,20,,,het-fort-van-sjakoo,lp,icon,,nl,place-a,,,1,,
1789,De Tokoman,DE TOKOMAN,restaurant,4.902538849,52.36716296,9,20,,,de-tokoman,lp,icon,,nl,place-a,,,1,,
1790,De Mirandabad,DE MIRANDABAD,activity,4.902291065,52.33981764,9,20,,,de-mirandabad,lp,icon,,nl,place-a,,,1,,
1791,Holland Experience,HOLLAND EXPERIENCE,sight,4.901522398,52.36919304,9,20,,,holland-experience,lp,icon,,nl,place-a,,,1,,
1792,Hofje van Wijs,HOFJE VAN WIJS,nightspot,4.901248428,52.37538019,9,20,,,hofje-van-wijs,lp,icon,,nl,place-a,,,1,,
1793,'t Mandje,'T MANDJE,nightspot,4.901049648,52.37486808,9,20,,,'t-mandje,lp,icon,,nl,place-a,,,1,,
1794,Casablanca,CASABLANCA,nightspot,4.900893804,52.37547881,9,20,,,casablanca,lp,icon,,nl,place-a,,,1,,
1795,Outland Records,OUTLAND RECORDS,shop,4.900796772,52.37560376,9,20,,,outland-records,lp,icon,,nl,place-a,,,1,,
1797,Thais Snackbar Bird,THAIS SNACKBAR BIRD,restaurant,4.900781554,52.37451919,9,20,,,thais-snackbar-bird,lp,icon,,nl,place-a,,,1,,
1798,Gijsbert Dommer Huis,GIJSBERT DOMMER HUIS,sight,4.900634335,52.36530796,9,20,,,gijsbert-dommer-huis,lp,icon,,nl,place-a,,,1,,
1799,Latei,LATEI,nightspot,4.900460692,52.3732082,9,20,,,latei,lp,icon,,nl,place-a,,,1,,
1800,Lo Stivale d'oro,LO STIVALE D'ORO,poi,4.900182573,52.36613245,9,20,,,lo-stivale-d'oro,lp,icon,,nl,place-a,,,1,,
1801,'Skek,'SKEK,restaurant,4.900094829,52.37619616,9,20,,,'skek,lp,icon,,nl,place-a,,,1,,
1802,Dwaze Zaken,DWAZE ZAKEN,restaurant,4.899907159,52.37665295,9,20,,,dwaze-zaken,lp,icon,,nl,place-a,,,1,,
1803,Brouwerij de Prael,BROUWERIJ DE PRAEL,shop,4.899830894,52.37539805,9,20,,,brouwerij-de-prael,lp,icon,,nl,place-a,,,1,,
1804,Gaziantep/Harison's,GAZIANTEP/HARISON'S,poi,4.899796397,52.35661109,9,20,,,gaziantep-harison's,lp,icon,,nl,place-a,,,1,,
1805,In de Olofspoort,IN DE OLOFSPOORT,nightspot,4.899684336,52.37629633,9,20,,,in-de-olofspoort,lp,icon,,nl,place-a,,,1,,
1807,Toko Joyce,TOKO JOYCE,restaurant,4.899561759,52.37237182,9,20,,,toko-joyce,lp,icon,,nl,place-a,,,1,,
1808,Trippenhuis,TRIPPENHUIS,sight,4.899448477,52.37115839,9,20,,,trippenhuis,lp,icon,,nl,place-a,,,1,,
1809,De Bekeerde Suster,DE BEKEERDE SUSTER,nightspot,4.899422611,52.37204631,9,20,,,de-bekeerde-suster,lp,icon,,nl,place-a,,,1,,
1810,Chiellerie,CHIELLERIE,shop,4.899376655,52.36954526,9,20,,,chiellerie,lp,icon,,nl,place-a,,,1,,
1811,Jacob Hooy & Co,JACOB HOOY & CO,shop,4.899238436,52.37184404,9,20,,,jacob-hooy-&-co,lp,icon,,nl,place-a,,,1,,
1812,Coffee & Jazz,COFFEE & JAZZ,restaurant,4.899157903,52.36247379,9,20,,,coffee-&-jazz,lp,icon,,nl,place-a,,,1,,
1813,Randy Roy's Redlight Tours,RANDY ROY'S REDLIGHT TOURS,poi,4.898669522,52.37738307,9,20,,,randy-roy's-redlight-tours,lp,icon,,nl,place-a,,,1,,
1814,Frenzi,FRENZI,restaurant,4.898611192,52.36814898,9,20,,,frenzi,lp,icon,,nl,place-a,,,1,,
1815,Tujuh Maret,TUJUH MARET,restaurant,4.898596108,52.36346734,9,20,,,tujuh-maret,lp,icon,,nl,place-a,,,1,,
1816,De Engelbewaarder,DE ENGELBEWAARDER,nightspot,4.898546507,52.3702401,9,20,,,de-engelbewaarder,lp,icon,,nl,place-a,,,1,,
1817,Loekie,LOEKIE,restaurant,4.898488995,52.36413062,9,20,,,loekie,lp,icon,,nl,place-a,,,1,,
1818,Absolute Danny,ABSOLUTE DANNY,shop,4.898385795,52.37321448,9,20,,,absolute-danny,lp,icon,,nl,place-a,,,1,,
1819,Getto,GETTO,nightspot,4.898372127,52.37533936,9,20,,,getto,lp,icon,,nl,place-a,,,1,,
1820,Oude Kerk,OUDE KERK,sight,4.898121357,52.37421715,9,20,,,oude-kerk-street-a,lp,icon,,nl,place-a,,,1,,
1821,Hema,HEMA,shop,4.897890687,52.37530771,9,20,,,hema,lp,icon,,nl,place-a,,,1,,
1822,Cannabis College,CANNABIS COLLEGE,sight,4.897602923,52.37229571,9,20,,,cannabis-college,lp,icon,,nl,place-a,,,1,,
1823,Plant Market,PLANT MARKET,shop,4.897471785,52.36241932,9,20,,,plant-market,lp,icon,,nl,place-a,,,1,,
1824,Mr B,MR B,shop,4.897404026,52.37458933,9,20,,,mr-b,lp,icon,,nl,place-a,,,1,,
1825,Filmantiquariaat Cine Qua Non,FILMANTIQUARIAAT CINE QUA NON,shop,4.897241581,52.3681913,9,20,,,filmantiquariaat-cine-qua-non,lp,icon,,nl,place-a,,,1,,
1826,Studio 80,STUDIO 80,poi,4.897177402,52.36636553,9,20,,,studio-80,lp,icon,,nl,place-a,,,1,,
1828,Antiques Market,ANTIQUES MARKET,shop,4.897095227,52.3622212,9,20,,,antiques-market,lp,icon,,nl,place-a,,,1,,
1829,Argos,ARGOS,shop,4.897069931,52.3744595,9,20,,,argos,lp,icon,,nl,place-a,,,1,,
1830,De Kroon,DE KROON,nightspot,4.896992147,52.36637287,9,20,,,de-kroon,lp,icon,,nl,place-a,,,1,,
1831,Cockring,COCKRING,nightspot,4.896812439,52.3745643,9,20,,,cockring,lp,icon,,nl,place-a,,,1,,
1832,Oriental City,ORIENTAL CITY,restaurant,4.896376617,52.37180572,9,20,,,oriental-city,lp,icon,,nl,place-a,,,1,,
1833,Mokum Events,MOKUM EVENTS,activity,4.896188247,52.3756309,9,20,,,mokum-events,lp,icon,,nl,place-a,,,1,,
1834,Montmartre,MONTMARTRE,restaurant,4.896058808,52.36664361,9,20,,,montmartre-place-b,lp,icon,,nl,place-a,,,1,,
1835,Greenhouse,GREENHOUSE,restaurant,4.896042645,52.37159545,9,20,,,greenhouse,lp,icon,,nl,place-a,,,1,,
1836,Amstel Taverne,AMSTEL TAVERNE,nightspot,4.895624391,52.36684749,9,20,,,amstel-taverne,lp,icon,,nl,place-a,,,1,,
1837,Oudemanhuispoort,OUDEMANHUISPOORT,sight,4.895581305,52.36895721,9,20,,,oudemanhuispoort,lp,icon,,nl,place-a,,,1,,
1838,Oudemanhuis Book Market,OUDEMANHUIS BOOK MARKET,shop,4.895488292,52.3693273,9,20,,,oudemanhuis-book-market,lp,icon,,nl,place-a,,,1,,
1839,Bazar Amsterdam,BAZAR AMSTERDAM,restaurant,4.895366943,52.35571885,9,20,,,bazar-amsterdam,lp,icon,,nl,place-a,,,1,,
1841,Tuschinskitheater,TUSCHINSKITHEATER,nightspot,4.894612593,52.36637608,9,20,,,tuschinskitheater,lp,icon,,nl,place-a,,,1,,
1843,Amstelpark,AMSTELPARK,sight,4.894188223,52.32820185,9,20,,,amstelpark,lp,icon,,nl,place-a,,,1,,
1844,Fitness First,FITNESS FIRST,activity,4.894043643,52.37615069,9,20,,,fitness-first,lp,icon,,nl,place-a,,,1,,
1845,Rob Wigboldus Vishandel,ROB WIGBOLDUS VISHANDEL,restaurant,4.893887931,52.37428788,9,20,,,rob-wigboldus-vishandel,lp,icon,,nl,place-a,,,1,,
1846,Free I,FREE I,nightspot,4.893884715,52.36584751,9,20,,,free-i,lp,icon,,nl,place-a,,,1,,
1847,Van Kerkwijk,VAN KERKWIJK,restaurant,4.893841839,52.37160733,9,20,,,van-kerkwijk,lp,icon,,nl,place-a,,,1,,
1848,Bubbles & Wines Champagne Bar,BUBBLES & WINES CHAMPAGNE BAR,nightspot,4.893835187,52.37168552,9,20,,,bubbles-&-wines-champagne-bar,lp,icon,,nl,place-a,,,1,,
1849,Nationaal Monument,NATIONAAL MONUMENT,sight,4.893771092,52.37281405,9,20,,,nationaal-monument,lp,icon,,nl,place-a,,,1,,
1850,Ronde Lutherse Kerk,RONDE LUTHERSE KERK,sight,4.893756659,52.37797861,9,20,,,ronde-lutherse-kerk,lp,icon,,nl,place-a,,,1,,
1851,Dam Square & Nationaal Monument,DAM SQUARE & NATIONAAL MONUMENT,sight,4.893711983,52.37272278,9,20,,,dam-square-&-nationaal-monument,lp,icon,,nl,place-a,,,1,,
1852,Frascati,FRASCATI,restaurant,4.893688916,52.37036075,9,20,,,frascati,lp,icon,,nl,place-a,,,1,,
1853,Brasserie Harkema,BRASSERIE HARKEMA,restaurant,4.893540144,52.37009703,9,20,,,brasserie-harkema,lp,icon,,nl,place-a,,,1,,
1854,Puyck,PUYCK,restaurant,4.893540144,52.35325882,9,20,,,puyck,lp,icon,,nl,place-a,,,1,,
1855,News Photo,NEWS PHOTO,sight,4.893540131,52.37983268,9,20,,,news-photo,lp,icon,,nl,place-a,,,1,,
1857,Runneboom,RUNNEBOOM,restaurant,4.893451888,52.35518243,9,20,,,runneboom,lp,icon,,nl,place-a,,,1,,
1858,Aurora Kontakt,AURORA KONTAKT,shop,4.893449811,52.36621038,9,20,,,aurora-kontakt,lp,icon,,nl,place-a,,,1,,
1859,Munttoren,MUNTTOREN,sight,4.893309395,52.3670004,9,20,,,munttoren,lp,icon,,nl,place-a,,,1,,
1860,Nukuhiva,NUKUHIVA,shop,4.893222938,52.37998873,9,20,,,nukuhiva,lp,icon,,nl,place-a,,,1,,
1861,Ijscuypje,IJSCUYPJE,restaurant,4.893182568,52.3557314,9,20,,,ijscuypje,lp,icon,,nl,place-a,,,1,,
1862,FOAM,FOAM,sight,4.893180728,52.36403896,9,20,,,foam,lp,icon,,nl,place-a,,,1,,
1863,Appel 67,APPEL 67,shop,4.892953514,52.35734638,9,20,,,appel-67,lp,icon,,nl,place-a,,,1,,
1864,De Vredespijp,DE VREDESPIJP,shop,4.892920393,52.35677716,9,20,,,de-vredespijp,lp,icon,,nl,place-a,,,1,,
1865,La Place,LA PLACE,restaurant,4.892898457,52.36751084,9,20,,,la-place,lp,icon,,nl,place-a,,,1,,
1866,Maison de Bonneterie,MAISON DE BONNETERIE,shop,4.892295599,52.3680663,9,20,,,maison-de-bonneterie,lp,icon,,nl,place-a,,,1,,
1867,Pgc Hajenius,PGC HAJENIUS,shop,4.892001444,52.36958522,9,20,,,pgc-hajenius,lp,icon,,nl,place-a,,,1,,
1868,Gone With the Wind,GONE WITH THE WIND,shop,4.891867908,52.36276611,9,20,,,gone-with-the-wind,lp,icon,,nl,place-a,,,1,,
1869,Nieuwe Kerk,NIEUWE KERK,sight,4.891857177,52.37392182,9,20,,,nieuwe-kerk-street-v,lp,icon,,nl,place-a,,,1,,
1870,Papagaai,PAPAGAAI,sight,4.891707114,52.37122576,9,20,,,papagaai,lp,icon,,nl,place-a,,,1,,
1871,Pop @rt,POP @RT,shop,4.891658102,52.36307674,9,20,,,pop-@rt,lp,icon,,nl,place-a,,,1,,
1872,Gartine,GARTINE,restaurant,4.891575841,52.36918453,9,20,,,gartine,lp,icon,,nl,place-a,,,1,,
1873,Dop,DOP,restaurant,4.891544515,52.36931983,9,20,,,dop,lp,icon,,nl,place-a,,,1,,
1875,Rush Hour Records,RUSH HOUR RECORDS,shop,4.891081561,52.37518338,9,20,,,rush-hour-records,lp,icon,,nl,place-a,,,1,,
1876,Amsterdams Historisch Museum,AMSTERDAMS HISTORISCH MUSEUM,sight,4.890922308,52.37052937,9,20,,,amsterdams-historisch-museum,lp,icon,,nl,place-a,,,1,,
1877,Civic Guard Gallery,CIVIC GUARD GALLERY,sight,4.890857935,52.37024114,9,20,,,civic-guard-gallery,lp,icon,,nl,place-a,,,1,,
1878,Open,OPEN,nightspot,4.890799161,52.37142985,9,20,,,open,lp,icon,,nl,place-a,,,1,,
1879,Kingfisher,KINGFISHER,restaurant,4.890579615,52.35670501,9,20,,,kingfisher,lp,icon,,nl,place-a,,,1,,
1880,Morning Star,MORNING STAR,restaurant,4.890541344,52.37133333,9,20,,,morning-star,lp,icon,,nl,place-a,,,1,,
1882,Stamp & coin market,STAMP & COIN MARKET,shop,4.890449251,52.37157594,9,20,,,stamp-&-coin-market,lp,icon,,nl,place-a,,,1,,
1883,Lunchroom Hannibal,LUNCHROOM HANNIBAL,restaurant,4.890398735,52.35441531,9,20,,,lunchroom-hannibal,lp,icon,,nl,place-a,,,1,,
1884,Unlimited Delicious,UNLIMITED DELICIOUS,shop,4.890396595,52.38098276,9,20,,,unlimited-delicious,lp,icon,,nl,place-a,,,1,,
1885,18 Twintig,18 TWINTIG,nightspot,4.890396595,52.35705945,9,20,,,18-twintig,lp,icon,,nl,place-a,,,1,,
1886,Pygma-Lion,PYGMA-LION,restaurant,4.890365238,52.3649691,9,20,,,pygma-lion,lp,icon,,nl,place-a,,,1,,
1887,Downtown Amsterdam,DOWNTOWN AMSTERDAM,restaurant,4.890333908,52.36654624,9,20,,,downtown-amsterdam,lp,icon,,nl,place-a,,,1,,
1888,Begijnhof,BEGIJNHOF,sight,4.890203476,52.3697695,9,20,,,begijnhof,lp,icon,,nl,place-a,,,1,,
1889,Kismet,KISMET,restaurant,4.889988002,52.3547441,9,20,,,kismet,lp,icon,,nl,place-a,,,1,,
1890,Albert Cuyp 67,ALBERT CUYP 67,restaurant,4.889911135,52.3550146,9,20,,,albert-cuyp-67,lp,icon,,nl,place-a,,,1,,
1891,Tjing Tjing,TJING TJING,restaurant,4.889840922,52.35057066,9,20,,,tjing-tjing,lp,icon,,nl,place-a,,,1,,
1892,Villa Zeezicht,VILLA ZEEZICHT,restaurant,4.889755547,52.37420405,9,20,,,villa-zeezicht,lp,icon,,nl,place-a,,,1,,
1893,Le Petit Latin,LE PETIT LATIN,restaurant,4.889728725,52.37032958,9,20,,,le-petit-latin,lp,icon,,nl,place-a,,,1,,
1894,University Shop,UNIVERSITY SHOP,shop,4.889728725,52.3685527,9,20,,,university-shop,lp,icon,,nl,place-a,,,1,,
1895,Squash City,SQUASH CITY,activity,4.889689025,52.38322906,9,20,,,squash-city,lp,icon,,nl,place-a,,,1,,
1896,Bakken Met Passie,BAKKEN MET PASSIE,restaurant,4.889567653,52.35494262,9,20,,,bakken-met-passie,lp,icon,,nl,place-a,,,1,,
1898,British Language Training Centre,BRITISH LANGUAGE TRAINING CENTRE,activity,4.889495369,52.36985762,9,20,,,british-language-training-centre,lp,icon,,nl,place-a,,,1,,
1899,Havanna,HAVANNA,restaurant,4.889379827,52.36693023,9,20,,,havanna,lp,icon,,nl,place-a,,,1,,
1900,Athenaeum Bookshop & Newsagency,ATHENAEUM BOOKSHOP & NEWSAGENCY,shop,4.889085632,52.368959,9,20,,,athenaeum-bookshop-&-newsagency,lp,icon,,nl,place-a,,,1,,
1901,Reypenaer,REYPENAER,activity,4.889037813,52.37470409,9,20,,,reypenaer,lp,icon,,nl,place-a,,,1,,
1902,De Waaghals,DE WAAGHALS,restaurant,4.889025867,52.35699292,9,20,,,de-waaghals,lp,icon,,nl,place-a,,,1,,
1903,Jordino,JORDINO,restaurant,4.888878342,52.38171511,9,20,,,jordino,lp,icon,,nl,place-a,,,1,,
1904,Balti House,BALTI HOUSE,restaurant,4.888736181,52.35476988,9,20,,,balti-house,lp,icon,,nl,place-a,,,1,,
1905,Haesje Claes,HAESJE CLAES,restaurant,4.888716135,52.36954243,9,20,,,haesje-claes,lp,icon,,nl,place-a,,,1,,
1906,Au Bout du Monde,AU BOUT DU MONDE,shop,4.888659286,52.37045266,9,20,,,au-bout-du-monde,lp,icon,,nl,place-a,,,1,,
1907,Orontes,ORONTES,restaurant,4.888635107,52.35455596,9,20,,,orontes,lp,icon,,nl,place-a,,,1,,
1908,Tweede Kamer,TWEEDE KAMER,nightspot,4.888471579,52.36886223,9,20,,,tweede-kamer,lp,icon,,nl,place-a,,,1,,
1909,De Witte Uyl,DE WITTE UYL,restaurant,4.888403058,52.35761221,9,20,,,de-witte-uyl,lp,icon,,nl,place-a,,,1,,
1910,Blond,BLOND,shop,4.888337374,52.36891305,9,20,,,blond,lp,icon,,nl,place-a,,,1,,
1911,Lanskroon,LANSKROON,restaurant,4.888290625,52.36883038,9,20,,,lanskroon,lp,icon,,nl,place-a,,,1,,
1912,'t Zonnetje,'T ZONNETJE,shop,4.888202103,52.38196158,9,20,,,'t-zonnetje,lp,icon,,nl,place-a,,,1,,
